MeetName,CompYear,Level,Event,Median,MedAbsDev,Mean,StdDev
Cape Cod Classic,2024,5,Floor,9.025,0.175,8.905,0.375
Cape Cod Classic,2024,5,All Around,34.675,0.6,34.797,1.041
Cape Cod Classic,2024,3,Vault,8.85,0.2,8.66,0.586
Cape Cod Classic,2024,3,Bars,8.65,0.45,8.511,0.766
Cape Cod Classic,2024,3,Beam,8.8,0.4,8.617,0.646
Cape Cod Classic,2024,3,Floor,8.65,0.45,8.532,0.66
Cape Cod Classic,2024,3,All Around,34.8,1.05,34.319,2.074
Cape Cod Classic,2024,XS,Vault,8.925,0.225,8.923,0.335
Cape Cod Classic,2024,XS,Bars,9.3,0.25,9.203,0.408
Cape Cod Classic,2024,XS,Beam,9.225,0.175,9.089,0.457
Cape Cod Classic,2024,XS,Floor,9.175,0.175,9.154,0.271
Cape Cod Classic,2024,XS,All Around,36.575,0.725,36.128,2.314
Cape Cod Classic,2024,XG,Vault,8.925,0.225,8.875,0.353
Cape Cod Classic,2024,XG,Bars,8.85,0.35,8.775,0.606
Cape Cod Classic,2024,XG,Beam,8.8,0.35,8.726,0.487
Cape Cod Classic,2024,XG,Floor,9.2,0.15,9.184,0.279
Cape Cod Classic,2024,XG,All Around,35.6,0.7,35.158,2.992
Cape Cod Classic,2024,XP,Vault,8.9,0.15,8.859,0.323
Cape Cod Classic,2024,XP,Bars,8.3,0.5,8.329,0.64
Cape Cod Classic,2024,XP,Beam,8.75,0.3,8.665,0.505
Cape Cod Classic,2024,XP,Floor,9.05,0.2,9.049,0.31
Cape Cod Classic,2024,XP,All Around,35.0,0.85,34.355,2.828
Cape Cod Classic,2024,XD,Vault,8.525,0.3,8.587,0.432
Cape Cod Classic,2024,XD,Bars,8.425,0.475,8.388,0.693
Cape Cod Classic,2024,XD,Beam,8.625,0.475,8.35,0.775
Cape Cod Classic,2024,XD,Floor,8.9,0.2,8.878,0.405
Cape Cod Classic,2024,XD,All Around,34.2,1.2,32.451,5.771
Thompsons Holiday Invitational,2024,XS,Vault,8.7,0.2,8.692,0.415
Thompsons Holiday Invitational,2024,XS,Bars,9.1,0.25,9.011,0.437
Thompsons Holiday Invitational,2024,XS,Beam,9.05,0.325,9.032,0.419
Thompsons Holiday Invitational,2024,XS,Floor,9.2,0.15,9.167,0.278
Thompsons Holiday Invitational,2024,XS,All Around,35.988,0.613,35.596,2.997
Thompsons Holiday Invitational,2024,3,Vault,8.5,0.25,8.439,0.497
Thompsons Holiday Invitational,2024,3,Bars,8.3,0.4,8.171,0.904
Thompsons Holiday Invitational,2024,3,Beam,8.35,0.5,8.16,0.746
Thompsons Holiday Invitational,2024,3,Floor,8.9,0.4,8.748,0.631
Thompsons Holiday Invitational,2024,3,All Around,33.95,1.225,33.402,2.669
Thompsons Holiday Invitational,2024,XG,Vault,8.55,0.175,8.575,0.261
Thompsons Holiday Invitational,2024,XG,Bars,8.625,0.325,8.571,0.511
Thompsons Holiday Invitational,2024,XG,Beam,8.75,0.325,8.698,0.427
Thompsons Holiday Invitational,2024,XG,Floor,9.225,0.125,9.157,0.285
Thompsons Holiday Invitational,2024,XG,All Around,34.925,0.55,34.881,1.507
Thompsons Holiday Invitational,2024,5,Vault,8.75,0.15,8.687,0.305
Thompsons Holiday Invitational,2024,5,Bars,8.2,0.3,7.796,1.002
Thompsons Holiday Invitational,2024,5,Beam,7.925,0.25,7.929,0.675
Thompsons Holiday Invitational,2024,5,Floor,8.25,0.3,8.117,0.523
Thompsons Holiday Invitational,2024,5,All Around,32.65,1.15,32.529,1.694
Thompsons Holiday Invitational,2024,8,Vault,8.925,0.312,8.784,0.438
Thompsons Holiday Invitational,2024,8,Bars,8.325,0.563,8.099,0.992
Thompsons Holiday Invitational,2024,8,Beam,8.675,0.675,8.362,0.722
Thompsons Holiday Invitational,2024,8,Floor,8.75,0.15,8.799,0.3
Thompsons Holiday Invitational,2024,8,All Around,34.1,1.625,33.239,4.041
Thompsons Holiday Invitational,2024,XD,Vault,8.3,0.262,8.34,0.383
Thompsons Holiday Invitational,2024,XD,Bars,9.05,0.262,8.9,0.593
Thompsons Holiday Invitational,2024,XD,Beam,8.788,0.312,8.701,0.44
Thompsons Holiday Invitational,2024,XD,Floor,9.05,0.35,8.756,1.37
Thompsons Holiday Invitational,2024,XD,All Around,34.625,0.925,33.736,6.313
Thompsons Holiday Invitational,2024,XP,Vault,8.35,0.15,8.336,0.352
Thompsons Holiday Invitational,2024,XP,Bars,8.95,0.25,8.912,0.441
Thompsons Holiday Invitational,2024,XP,Beam,8.862,0.413,8.786,0.591
Thompsons Holiday Invitational,2024,XP,Floor,9.1,0.275,9.019,0.383
Thompsons Holiday Invitational,2024,XP,All Around,35.088,0.987,33.554,5.478
LFSA Fall Invitational,2024,XD,Vault,8.85,0.2,8.896,0.29
LFSA Fall Invitational,2024,XD,Bars,9.05,0.425,8.89,0.735
LFSA Fall Invitational,2024,XD,Beam,8.875,0.225,8.937,0.345
LFSA Fall Invitational,2024,XD,Floor,9.25,0.2,9.224,0.295
LFSA Fall Invitational,2024,XD,All Around,36.125,0.7,35.946,1.087
LFSA Fall Invitational,2024,XG,Vault,8.7,0.2,8.791,0.312
LFSA Fall Invitational,2024,XG,Bars,8.9,0.3,8.72,0.616
LFSA Fall Invitational,2024,XG,Beam,8.688,0.325,8.586,0.533
LFSA Fall Invitational,2024,XG,Floor,9.0,0.2,8.969,0.288
LFSA Fall Invitational,2024,XG,All Around,34.925,0.787,34.708,2.5
LFSA Fall Invitational,2024,XS,Vault,9.05,0.25,8.992,0.338
LFSA Fall Invitational,2024,XS,Bars,9.0,0.35,8.883,0.617
LFSA Fall Invitational,2024,XS,Beam,9.3,0.25,9.292,0.395
LFSA Fall Invitational,2024,XS,Floor,9.2,0.2,9.185,0.315
LFSA Fall Invitational,2024,XS,All Around,36.325,0.775,35.932,3.021
LFSA Fall Invitational,2024,XP,Vault,8.875,0.175,8.87,0.233
LFSA Fall Invitational,2024,XP,Bars,8.8,0.3,8.781,0.467
LFSA Fall Invitational,2024,XP,Beam,8.7,0.4,8.584,0.609
LFSA Fall Invitational,2024,XP,Floor,9.25,0.15,9.1,0.457
LFSA Fall Invitational,2024,XP,All Around,35.5,0.85,34.11,4.361
States,2023,3,Vault,9.05,0.3,8.944,0.467
States,2023,3,Bars,9.0,0.35,8.84,0.629
States,2023,3,Beam,8.9,0.275,8.876,0.48
States,2023,3,Floor,9.3,0.25,9.236,0.412
States,2023,3,All Around,36.15,0.95,35.813,1.772
States,2023,XS,Vault,9.175,0.175,9.14,0.267
States,2023,XS,Bars,9.25,0.2,9.216,0.34
States,2023,XS,Beam,9.05,0.25,8.985,0.38
States,2023,XS,Floor,9.1,0.2,9.036,0.378
States,2023,XS,All Around,36.475,0.65,36.258,2.057
States,2023,XG,Vault,8.85,0.225,8.831,0.353
States,2023,XG,Bars,9.175,0.275,9.05,0.493
States,2023,XG,Beam,8.975,0.325,8.855,0.491
States,2023,XG,Floor,9.15,0.2,9.081,0.333
States,2023,XG,All Around,35.925,0.85,35.679,1.94
States,2023,XP,Vault,8.95,0.175,8.922,0.252
States,2023,XP,Bars,8.5,0.45,8.426,0.627
States,2023,XP,Beam,8.95,0.35,8.88,0.524
States,2023,XP,Floor,9.175,0.175,9.139,0.332
States,2023,XP,All Around,35.425,0.9,34.828,3.395
Springtacular,2023,3,Vault,9.15,0.2,9.052,0.377
Springtacular,2023,3,Bars,9.025,0.3,8.87,0.551
Springtacular,2023,3,Beam,9.0,0.3,8.911,0.511
Springtacular,2023,3,Floor,9.15,0.25,9.102,0.437
Springtacular,2023,3,All Around,36.075,1.0,35.312,4.106
Springtacular,2023,XS,Vault,9.0,0.15,9.036,0.278
Springtacular,2023,XS,Bars,9.2,0.2,9.181,0.304
Springtacular,2023,XS,Beam,9.15,0.25,9.114,0.309
Springtacular,2023,XS,Floor,9.3,0.1,9.276,0.232
Springtacular,2023,XS,All Around,36.65,0.6,36.506,1.291
Springtacular,2023,XG,Vault,9.1,0.225,8.999,0.346
Springtacular,2023,XG,Bars,9.05,0.25,9.028,0.347
Springtacular,2023,XG,Beam,8.9,0.3,8.772,0.535
Springtacular,2023,XG,Floor,9.25,0.15,9.233,0.262
Springtacular,2023,XG,All Around,36.225,0.7,36.033,1.023
Springtacular,2023,XP,Vault,9.05,0.1,9.043,0.149
Springtacular,2023,XP,Bars,8.95,0.35,8.955,0.421
Springtacular,2023,XP,Beam,8.95,0.325,8.962,0.394
Springtacular,2023,XP,Floor,9.4,0.15,9.335,0.276
Springtacular,2023,XP,All Around,36.225,0.625,36.295,0.834
States,2023,7,Vault,9.075,0.2,9.068,0.271
States,2023,7,Bars,8.775,0.475,8.593,0.701
States,2023,7,Beam,9.025,0.35,8.895,0.572
States,2023,7,Floor,9.25,0.175,9.192,0.322
States,2023,7,All Around,35.862,1.013,35.189,3.232
States,2023,XD,Vault,8.7,0.2,8.688,0.327
States,2023,XD,Bars,8.9,0.5,8.778,0.715
States,2023,XD,Beam,9.0,0.325,8.841,0.528
States,2023,XD,Floor,9.2,0.15,9.129,0.347
States,2023,XD,All Around,35.5,0.975,34.113,4.968
States,2023,4,Vault,9.075,0.2,9.055,0.294
States,2023,4,Bars,8.875,0.45,8.716,0.652
States,2023,4,Beam,8.913,0.312,8.854,0.487
States,2023,4,Floor,9.0,0.3,8.974,0.429
States,2023,4,All Around,35.7,0.95,35.343,2.753
Captains Meet,2023,XG,Vault,9.05,0.2,9.003,0.33
Captains Meet,2023,XG,Bars,9.0,0.3,8.964,0.414
Captains Meet,2023,XG,Beam,9.1,0.3,9.002,0.456
Captains Meet,2023,XG,Floor,9.3,0.2,9.198,0.38
Captains Meet,2023,XG,All Around,36.125,0.925,35.756,3.599
Cape Cod Classic,2023,4,Vault,9.1,0.25,9.061,0.333
Cape Cod Classic,2023,4,Bars,8.7,0.25,8.593,0.593
Cape Cod Classic,2023,4,Beam,9.012,0.25,8.957,0.366
Cape Cod Classic,2023,4,Floor,8.988,0.362,8.852,0.563
Cape Cod Classic,2023,4,All Around,35.45,0.975,33.768,6.026
Cape Cod Classic,2023,7,Vault,9.175,0.225,9.165,0.325
Cape Cod Classic,2023,7,Bars,8.575,0.425,8.555,0.647
Cape Cod Classic,2023,7,Beam,9.075,0.325,8.863,0.593
Cape Cod Classic,2023,7,Floor,9.212,0.212,9.13,0.338
Cape Cod Classic,2023,7,All Around,35.862,1.275,34.72,3.568
Cape Cod Classic,2023,XD,Vault,9.0,0.15,8.875,0.439
Cape Cod Classic,2023,XD,Bars,9.075,0.475,8.965,0.624
Cape Cod Classic,2023,XD,Beam,8.725,0.425,8.848,0.471
Cape Cod Classic,2023,XD,Floor,9.15,0.275,8.99,0.467
Cape Cod Classic,2023,XD,All Around,35.15,1.425,34.483,3.475
Cape Cod Classic,2023,XP,Vault,8.75,0.25,8.756,0.362
Cape Cod Classic,2023,XP,Bars,8.525,0.275,8.572,0.513
Cape Cod Classic,2023,XP,Beam,8.75,0.375,8.648,0.541
Cape Cod Classic,2023,XP,Floor,9.038,0.188,8.998,0.304
Cape Cod Classic,2023,XP,All Around,35.138,0.788,33.418,5.856
Cape Cod Classic,2023,XG,Vault,9.025,0.2,8.964,0.292
Cape Cod Classic,2023,XG,Bars,9.05,0.3,8.98,0.431
Cape Cod Classic,2023,XG,Beam,8.75,0.375,8.708,0.561
Cape Cod Classic,2023,XG,Floor,9.2,0.2,9.123,0.357
Cape Cod Classic,2023,XG,All Around,35.925,0.9,35.775,1.241
Cape Cod Classic,2023,XS,Vault,9.2,0.2,9.091,0.33
Cape Cod Classic,2023,XS,Bars,9.3,0.3,9.232,0.496
Cape Cod Classic,2023,XS,Beam,9.0,0.25,9.0,0.385
Cape Cod Classic,2023,XS,Floor,9.4,0.25,9.308,0.352
Cape Cod Classic,2023,XS,All Around,36.6,0.85,36.631,1.104
Cape Cod Classic,2023,3,Vault,9.0,0.25,9.011,0.322
Cape Cod Classic,2023,3,Bars,9.1,0.4,8.907,0.662
Cape Cod Classic,2023,3,Beam,9.2,0.35,9.038,0.539
Cape Cod Classic,2023,3,Floor,9.1,0.25,9.055,0.432
Cape Cod Classic,2023,3,All Around,36.25,0.75,36.011,1.392
Saratoga Winterfest,2023,XG,Vault,8.8,0.25,8.796,0.374
Saratoga Winterfest,2023,XG,Bars,8.55,0.35,8.443,0.633
Saratoga Winterfest,2023,XG,Beam,8.738,0.312,8.669,0.582
Saratoga Winterfest,2023,XG,Floor,9.15,0.15,9.127,0.241
Saratoga Winterfest,2023,XG,All Around,35.188,0.75,34.782,2.96
Saratoga Winterfest,2023,XS,Vault,9.0,0.2,8.985,0.263
Saratoga Winterfest,2023,XS,Bars,8.9,0.237,8.84,0.425
Saratoga Winterfest,2023,XS,Beam,9.05,0.25,8.966,0.473
Saratoga Winterfest,2023,XS,Floor,8.9,0.2,8.897,0.304
Saratoga Winterfest,2023,XS,All Around,35.713,0.6,35.688,1.034
Saratoga Winterfest,2023,7,Vault,8.95,0.325,8.889,0.406
Saratoga Winterfest,2023,7,Bars,9.088,0.438,8.885,0.648
Saratoga Winterfest,2023,7,Beam,8.95,0.363,8.841,0.515
Saratoga Winterfest,2023,7,Floor,9.275,0.275,9.228,0.401
Saratoga Winterfest,2023,7,All Around,35.775,1.25,35.072,3.308
Saratoga Winterfest,2023,3,Vault,8.675,0.325,8.675,0.633
Saratoga Winterfest,2023,3,Bars,9.1,0.35,8.919,0.641
Saratoga Winterfest,2023,3,Beam,8.85,0.362,8.724,0.587
Saratoga Winterfest,2023,3,Floor,8.55,0.375,8.447,0.645
Saratoga Winterfest,2023,3,All Around,35.0,1.25,34.765,1.924
Saratoga Winterfest,2023,4,Vault,8.7,0.35,8.793,0.454
Saratoga Winterfest,2023,4,Bars,8.75,0.45,8.712,0.752
Saratoga Winterfest,2023,4,Beam,8.85,0.425,8.721,0.607
Saratoga Winterfest,2023,4,Floor,8.75,0.25,8.721,0.457
Saratoga Winterfest,2023,4,All Around,35.05,1.175,34.946,1.733
Freedom Classic Invitational,2023,3,Vault,8.725,0.275,8.659,0.457
Freedom Classic Invitational,2023,3,Bars,8.775,0.375,8.478,0.819
Freedom Classic Invitational,2023,3,Beam,8.812,0.213,8.732,0.518
Freedom Classic Invitational,2023,3,Floor,8.6,0.5,8.335,0.803
Freedom Classic Invitational,2023,3,All Around,34.8,1.263,33.901,2.735
Freedom Classic Invitational,2023,4,Vault,8.8,0.275,8.708,0.338
Freedom Classic Invitational,2023,4,Bars,8.625,0.525,8.559,0.62
Freedom Classic Invitational,2023,4,Beam,9.075,0.175,8.976,0.432
Freedom Classic Invitational,2023,4,Floor,8.6,0.375,8.422,0.627
Freedom Classic Invitational,2023,4,All Around,35.225,0.7,34.666,1.412
Freedom Classic Invitational,2023,7,Vault,9.05,0.225,9.053,0.274
Freedom Classic Invitational,2023,7,Bars,8.575,0.375,8.365,0.58
Freedom Classic Invitational,2023,7,Beam,8.95,0.325,8.853,0.539
Freedom Classic Invitational,2023,7,Floor,9.05,0.312,8.978,0.44
Freedom Classic Invitational,2023,7,All Around,35.35,1.0,33.737,4.694
Freedom Classic Invitational,2023,XG,Vault,8.95,0.15,8.903,0.221
Freedom Classic Invitational,2023,XG,Bars,8.9,0.325,8.812,0.546
Freedom Classic Invitational,2023,XG,Beam,8.6,0.375,8.518,0.617
Freedom Classic Invitational,2023,XG,Floor,8.9,0.2,8.882,0.325
Freedom Classic Invitational,2023,XG,All Around,35.1,0.7,34.429,3.71
Freedom Classic Invitational,2023,XS,Vault,9.0,0.2,8.987,0.334
Freedom Classic Invitational,2023,XS,Bars,9.1,0.15,9.092,0.276
Freedom Classic Invitational,2023,XS,Beam,8.9,0.3,8.87,0.439
Freedom Classic Invitational,2023,XS,Floor,9.0,0.25,9.009,0.318
Freedom Classic Invitational,2023,XS,All Around,35.95,0.7,35.686,2.87
Freedom Classic Invitational,2023,XD,Vault,8.9,0.2,8.865,0.244
Freedom Classic Invitational,2023,XD,Bars,8.95,0.375,8.66,0.624
Freedom Classic Invitational,2023,XD,Beam,8.925,0.5,8.73,0.781
Freedom Classic Invitational,2023,XD,Floor,9.25,0.125,9.105,0.437
Freedom Classic Invitational,2023,XD,All Around,35.425,1.25,35.36,1.349
Freedom Classic Invitational,2023,XP,Vault,8.825,0.2,8.811,0.308
Freedom Classic Invitational,2023,XP,Bars,8.6,0.45,8.485,0.647
Freedom Classic Invitational,2023,XP,Beam,8.7,0.5,8.708,0.72
Freedom Classic Invitational,2023,XP,Floor,9.2,0.2,9.145,0.26
Freedom Classic Invitational,2023,XP,All Around,35.4,0.6,34.605,3.25
New Years Invitational,2023,7,Vault,9.225,0.2,9.248,0.235
New Years Invitational,2023,7,Bars,9.25,0.225,9.184,0.541
New Years Invitational,2023,7,Beam,9.088,0.213,9.006,0.335
New Years Invitational,2023,7,Floor,9.25,0.112,9.222,0.181
New Years Invitational,2023,7,All Around,36.538,0.587,36.277,1.963
New Years Invitational,2023,3,Vault,8.0,0.425,7.916,0.794
New Years Invitational,2023,3,Bars,9.163,0.275,8.971,0.617
New Years Invitational,2023,3,Beam,8.788,0.35,8.664,0.521
New Years Invitational,2023,3,Floor,8.775,0.338,8.733,0.473
New Years Invitational,2023,3,All Around,34.712,1.175,34.284,1.844
New Years Invitational,2023,4,Vault,8.3,0.3,8.375,0.465
New Years Invitational,2023,4,Bars,9.0,0.45,8.74,0.737
New Years Invitational,2023,4,Beam,8.775,0.438,8.691,0.6
New Years Invitational,2023,4,Floor,8.9,0.25,8.891,0.334
New Years Invitational,2023,4,All Around,34.55,1.275,33.63,4.134
New Years Invitational,2023,XD,Vault,8.675,0.275,8.656,0.31
New Years Invitational,2023,XD,Bars,8.95,0.45,8.946,0.522
New Years Invitational,2023,XD,Beam,8.85,0.3,8.742,0.628
New Years Invitational,2023,XD,Floor,9.075,0.1,9.047,0.236
New Years Invitational,2023,XD,All Around,35.575,0.7,34.459,4.325
New Years Invitational,2023,XP,Vault,9.05,0.15,9.029,0.254
New Years Invitational,2023,XP,Bars,9.2,0.1,9.2,0.361
New Years Invitational,2023,XP,Beam,9.0,0.25,8.952,0.392
New Years Invitational,2023,XP,Floor,9.15,0.1,9.139,0.191
New Years Invitational,2023,XP,All Around,36.35,0.425,36.319,0.869
New Years Invitational,2023,XS,Vault,9.05,0.15,8.987,0.247
New Years Invitational,2023,XS,Bars,9.05,0.25,9.001,0.349
New Years Invitational,2023,XS,Beam,9.2,0.2,9.171,0.264
New Years Invitational,2023,XS,Floor,9.3,0.25,9.184,0.356
New Years Invitational,2023,XS,All Around,36.35,0.6,36.343,0.763
New Years Invitational,2023,XG,Vault,9.05,0.15,9.05,0.237
New Years Invitational,2023,XG,Bars,8.65,0.325,8.606,0.5
New Years Invitational,2023,XG,Beam,9.0,0.275,8.905,0.554
New Years Invitational,2023,XG,Floor,9.1,0.2,9.086,0.261
New Years Invitational,2023,XG,All Around,35.65,0.65,35.208,2.275
26th Annual Star Struck Invitational,2023,XS,Vault,9.0,0.25,8.938,0.337
26th Annual Star Struck Invitational,2023,XS,Bars,9.25,0.15,9.202,0.326
26th Annual Star Struck Invitational,2023,XS,Beam,9.05,0.25,9.025,0.39
26th Annual Star Struck Invitational,2023,XS,Floor,9.25,0.15,9.205,0.389
26th Annual Star Struck Invitational,2023,XS,All Around,36.5,0.6,36.321,1.213
Thompsons Holiday Invitational,2023,XS,Vault,8.85,0.15,8.811,0.318
Thompsons Holiday Invitational,2023,XS,Bars,9.025,0.275,9.021,0.426
Thompsons Holiday Invitational,2023,XS,Beam,9.0,0.2,8.935,0.405
Thompsons Holiday Invitational,2023,XS,Floor,9.0,0.15,8.962,0.316
Thompsons Holiday Invitational,2023,XS,All Around,35.75,0.7,35.636,1.357
Thompsons Holiday Invitational,2023,XG,Vault,8.75,0.275,8.71,0.354
Thompsons Holiday Invitational,2023,XG,Bars,8.75,0.237,8.678,0.418
Thompsons Holiday Invitational,2023,XG,Beam,8.725,0.35,8.641,0.542
Thompsons Holiday Invitational,2023,XG,Floor,9.05,0.175,9.038,0.254
Thompsons Holiday Invitational,2023,XG,All Around,34.988,0.6,34.865,1.68
Thompsons Holiday Invitational,2023,3,Vault,8.538,0.2,8.572,0.336
Thompsons Holiday Invitational,2023,3,Bars,8.5,0.3,8.593,0.382
Thompsons Holiday Invitational,2023,3,Beam,8.688,0.375,8.642,0.602
Thompsons Holiday Invitational,2023,3,Floor,9.012,0.2,9.018,0.257
Thompsons Holiday Invitational,2023,3,All Around,34.95,1.0,34.825,1.212
Thompsons Holiday Invitational,2023,4,Vault,8.6,0.2,8.563,0.351
Thompsons Holiday Invitational,2023,4,Bars,8.125,0.5,8.015,0.628
Thompsons Holiday Invitational,2023,4,Beam,8.962,0.312,8.87,0.482
Thompsons Holiday Invitational,2023,4,Floor,9.025,0.175,8.97,0.319
Thompsons Holiday Invitational,2023,4,All Around,34.638,1.037,33.718,3.315
Thompsons Holiday Invitational,2023,7,Vault,9.163,0.162,9.2,0.293
Thompsons Holiday Invitational,2023,7,Bars,8.7,0.5,8.73,0.499
Thompsons Holiday Invitational,2023,7,Beam,8.3,0.5,8.352,0.563
Thompsons Holiday Invitational,2023,7,Floor,9.075,0.213,9.094,0.28
Thompsons Holiday Invitational,2023,7,All Around,35.075,0.725,34.116,4.825
Thompsons Holiday Invitational,2023,XD,Vault,8.65,0.2,8.708,0.304
Thompsons Holiday Invitational,2023,XD,Bars,8.8,0.4,8.74,0.508
Thompsons Holiday Invitational,2023,XD,Beam,8.65,0.375,8.56,0.596
Thompsons Holiday Invitational,2023,XD,Floor,9.125,0.125,9.027,0.316
Thompsons Holiday Invitational,2023,XD,All Around,35.225,0.95,33.98,3.942
Thompsons Holiday Invitational,2023,XP,Vault,9.0,0.2,8.972,0.287
Thompsons Holiday Invitational,2023,XP,Bars,8.775,0.4,8.732,0.485
Thompsons Holiday Invitational,2023,XP,Beam,8.725,0.3,8.584,0.54
Thompsons Holiday Invitational,2023,XP,Floor,9.0,0.175,8.953,0.321
Thompsons Holiday Invitational,2023,XP,All Around,35.2,0.725,35.241,1.15
Pilgrim Harvest Invitational Meet,2023,XG,Vault,8.7,0.3,8.685,0.425
Pilgrim Harvest Invitational Meet,2023,XG,Bars,8.9,0.3,8.836,0.497
Pilgrim Harvest Invitational Meet,2023,XG,Beam,8.8,0.3,8.751,0.439
Pilgrim Harvest Invitational Meet,2023,XG,Floor,9.0,0.25,8.985,0.373
Pilgrim Harvest Invitational Meet,2023,XG,All Around,35.3,0.95,34.823,2.54
LFSA Fall Invitational,2023,XD,Vault,8.7,0.2,8.77,0.3
LFSA Fall Invitational,2023,XD,Bars,7.8,0.25,7.77,0.555
LFSA Fall Invitational,2023,XD,Beam,8.55,0.425,8.418,0.583
LFSA Fall Invitational,2023,XD,Floor,9.2,0.15,9.213,0.198
LFSA Fall Invitational,2023,XD,All Around,34.325,0.75,34.172,0.964
LFSA Fall Invitational,2023,XS,Vault,9.025,0.25,8.971,0.4
LFSA Fall Invitational,2023,XS,Bars,9.15,0.2,9.094,0.322
LFSA Fall Invitational,2023,XS,Beam,8.85,0.175,8.736,0.35
LFSA Fall Invitational,2023,XS,Floor,9.05,0.1,9.1,0.245
LFSA Fall Invitational,2023,XS,All Around,36.075,0.625,35.901,0.86
LFSA Fall Invitational,2023,XG,Vault,9.0,0.35,8.943,0.527
LFSA Fall Invitational,2023,XG,Bars,8.725,0.325,8.733,0.47
LFSA Fall Invitational,2023,XG,Beam,8.4,0.5,8.349,0.587
LFSA Fall Invitational,2023,XG,Floor,9.15,0.175,9.109,0.305
LFSA Fall Invitational,2023,XG,All Around,35.05,0.85,35.134,1.184
LFSA Fall Invitational,2023,XP,Vault,9.25,0.3,9.089,0.451
LFSA Fall Invitational,2023,XP,Bars,8.675,0.35,8.679,0.406
LFSA Fall Invitational,2023,XP,Beam,8.525,0.375,8.657,0.389
LFSA Fall Invitational,2023,XP,Floor,9.275,0.2,9.243,0.229
LFSA Fall Invitational,2023,XP,All Around,36.075,0.675,35.668,1.044
States,2022,XB,Vault,9.15,0.2,9.035,0.403
States,2022,XB,Bars,9.2,0.2,9.123,0.438
States,2022,XB,Beam,9.0,0.2,8.983,0.356
States,2022,XB,Floor,9.25,0.25,9.202,0.403
States,2022,XB,All Around,36.55,0.675,36.287,1.648
States,2022,2,Vault,8.9,0.25,8.9,0.369
States,2022,2,Bars,9.2,0.25,9.167,0.378
States,2022,2,Beam,9.138,0.237,9.106,0.289
States,2022,2,Floor,9.0,0.3,8.939,0.423
States,2022,2,All Around,36.287,0.687,36.113,1.12
States,2022,3,Vault,9.025,0.375,8.986,0.531
States,2022,3,Bars,9.1,0.4,8.909,0.677
States,2022,3,Beam,9.125,0.325,8.994,0.545
States,2022,3,Floor,8.85,0.35,8.737,0.588
States,2022,3,All Around,36.0,1.15,35.595,2.012
States,2022,XG,Vault,8.8,0.2,8.807,0.342
States,2022,XG,Bars,8.95,0.35,8.865,0.544
States,2022,XG,Beam,8.9,0.3,8.808,0.489
States,2022,XG,Floor,9.15,0.175,9.076,0.321
States,2022,XG,All Around,35.638,0.863,35.296,2.591
States,2022,XS,Vault,9.0,0.2,8.961,0.306
States,2022,XS,Bars,9.125,0.225,9.071,0.372
States,2022,XS,Beam,9.0,0.25,8.9,0.429
States,2022,XS,Floor,8.9,0.225,8.875,0.356
States,2022,XS,All Around,35.875,0.725,35.781,1.302
Puzzle Palooza,2022,2,Vault,9.225,0.225,9.132,0.376
Puzzle Palooza,2022,2,Bars,9.125,0.275,9.118,0.339
Puzzle Palooza,2022,2,Beam,8.725,0.35,8.661,0.532
Puzzle Palooza,2022,2,Floor,8.65,0.325,8.524,0.519
Puzzle Palooza,2022,2,All Around,35.575,0.975,35.434,1.408
Puzzle Palooza,2022,3,Vault,9.225,0.25,9.149,0.401
Puzzle Palooza,2022,3,Bars,8.7,0.475,8.55,0.764
Puzzle Palooza,2022,3,Beam,9.0,0.3,8.803,0.61
Puzzle Palooza,2022,3,Floor,8.7,0.45,8.659,0.714
Puzzle Palooza,2022,3,All Around,35.425,1.3,35.161,2.052
States,2022,7,Vault,9.0,0.25,9.0,0.326
States,2022,7,Bars,8.638,0.488,8.487,0.763
States,2022,7,Beam,9.05,0.3,8.968,0.468
States,2022,7,Floor,9.1,0.175,9.043,0.35
States,2022,7,All Around,35.688,0.95,34.961,3.482
Thompsons Spring Fling,2022,XB,Vault,9.025,0.4,8.789,0.815
Thompsons Spring Fling,2022,XB,Bars,9.0,0.275,8.714,0.666
Thompsons Spring Fling,2022,XB,Beam,8.825,0.4,8.791,0.49
Thompsons Spring Fling,2022,XB,Floor,9.05,0.35,8.913,0.527
Thompsons Spring Fling,2022,XB,All Around,35.85,1.225,34.928,2.449
Thompsons Spring Fling,2022,3,Vault,8.8,0.4,8.883,0.44
Thompsons Spring Fling,2022,3,Bars,8.75,0.65,8.436,0.901
Thompsons Spring Fling,2022,3,Beam,8.8,0.4,8.526,0.848
Thompsons Spring Fling,2022,3,Floor,8.95,0.35,8.574,0.779
Thompsons Spring Fling,2022,3,All Around,35.3,1.4,34.419,2.631
Thompsons Spring Fling,2022,XS,Vault,8.7,0.3,8.746,0.429
Thompsons Spring Fling,2022,XS,Bars,9.15,0.3,9.085,0.451
Thompsons Spring Fling,2022,XS,Beam,9.15,0.25,9.109,0.342
Thompsons Spring Fling,2022,XS,Floor,9.35,0.1,9.287,0.215
Thompsons Spring Fling,2022,XS,All Around,36.3,0.65,36.228,0.911
Thompsons Spring Fling,2022,XG,Vault,8.7,0.25,8.707,0.327
Thompsons Spring Fling,2022,XG,Bars,8.8,0.3,8.793,0.469
Thompsons Spring Fling,2022,XG,Beam,8.75,0.25,8.772,0.38
